Key,en,es,ar
appLEnterNewPassword,Enter New Password,Ingrese nueva clave,أدخل كلمة مرور جديدة
appLEnterConfirmPassword,Enter Confirm Password,Ingrese Confirmar contraseña,أدخل تأكيد كلمة المرور
appLResetPasswordCongratulationSubtitle,Your password has been reset successfully. Sign In again now.,Su contraseña se ha restablecido correctamente. Inicie sesión de nuevo ahora.,تم إعادة تعيين كلمة المرور الخاصة بك بنجاح. تسجيل الدخول مرة أخرى الآن.
appLSignInNow,Sign In Now,Regístrate,قم بتسجيل دخولك الآن
appLGoToHome,Go To Home,Ir a casa,اذهب إلى المنزل
appLBackToHome,Back To Home,De vuelta a casa,العودة إلى المنزل
appLSignUpSubtitle,Please input your details and register to your account to get access to your dashboard.,Ingrese sus datos y regístrese en su cuenta para obtener acceso a su tablero.,يرجى إدخال التفاصيل الخاصة بك والتسجيل في حسابك للوصول إلى لوحة القيادة الخاصة بك.
appLEnterFirstName,Enter First Name,Ingrese el nombre,أدخل الاسم الأول
appLEnterLastName,Enter Last name,Introduzca el apellido,إدخال اسم آخر
appLIHaveAgreedWith,I have agreed with,He estado de acuerdo con,لقد وافقت مع
appLTermsOfUse,Terms Of Use & Privacy Policy,Términos de uso y política de privacidad,شروط الاستخدام وسياسة الخصوصية
appLAlreadyHaveAnAccount,Already have an account?,¿Ya tienes una cuenta?,هل لديك حساب؟
appLEnterSignUpVerificationCodeTextTwo,to verified your account.,para verificar su cuenta.,للتحقق من حسابك.
appLSignUpCongratulationSubtitle,Your account has been verified successfully. Thanks for using AdCrypto.,Su cuenta ha sido verificada con éxito. Gracias por usar Adcrypto.,تم التحقق من حسابك بنجاح. شكرا لاستخدام adcrypto.
appLUpdateProfile,Update Profile,Actualización del perfil,تحديث الملف
appLPhoneNumber,Phone Number,Número de teléfono,رقم التليفون
appLEnterCity,Enter City,Entrar en la ciudad,أدخل المدينة
appLEnterState,Enter State,Ingrese el estado,إدخال الدولة
appLEnterAddress,Enter Address,Ingresa la direccion,أدخل العنوان
appLEnterZipCode,Enter ZipCode,Ingresa tu código postal,أدخل الرمز البريدي
appLBuyLog,Buy Log,Comprar registro,شراء السجل
appLSellLog,Sell Log,Vender registro,بيع سجل
appLWithdrawLog,Withdraw Log,Retirar el registro,سحب السجل
appLExchangeLog,Exchange Log,Registro de intercambio,سجل التبادل
appLSettings,Settings,Ajustes,إعدادات
appLHelpCenter,Help Center,Centro de ayuda,مركز المساعدة
appLPrivacyAndPolicy,Privacy & Policy,Política de privacidad,سياسة الخصوصية
appLAboutUs,About Us,Sobre nosotros,معلومات عنا
appLSignOut,Sign Out,Desconectar,خروج
appLSignOutMessage,Do You Want To Sign Out From Your Account?,¿Quieres cerrar la sesión de tu cuenta?,هل تريد تسجيل الخروج من حسابك؟
appLBuy,Buy,Comprar,يشتري
appLSell,Sell,Vender,يبيع
appLWithdraw,Withdraw,Retirar,ينسحب
appLChangeLanguage,Change Language,Cambiar idioma,تغيير اللغة
appLDeleteAccount,Delete Account,Borrar cuenta,حذف الحساب
appLDeleteAccountMessage,Do You Want To Delete Account?,¿Quieres eliminar la cuenta?,هل تريد حذف الحساب؟
appLCancel,Cancel,Cancelar,يلغي
appLReject,Reject,Rechazar,يرفض
appLDelete,Delete,Borrar,يمسح
appLEnableTwoFASecurity,Enable 2FA Security,Habilitar la seguridad de 2FA,تمكين 2FA الأمن
appLEnableTwoFASecuritySubtitle,We’ll ask for a verification code via your security method if we notice a sign in from an unrecognized device or browser. Enable your 2FA Security,Pediremos un código de verificación a través de su método de seguridad si notamos un inicio de sesión desde un dispositivo o navegador no reconocido. Habilite su seguridad de 2FA,سنطلب رمز التحقق من خلال طريقة الأمان الخاصة بك إذا لاحظنا تسجيل الدخول من جهاز أو متصفح غير معترف به. تمكين أمان 2FA الخاص بك
appLEnable,Enable,Permitir,يُمكَِن
appLTransactionType,Transaction Type,tipo de transacción,نوع المعاملة
appLSelectIDType,Select ID Type,Seleccionar tipo de identificación,حدد نوع المعرف
appLUpload,Upload,Subir,رفع
appLVerified,Verified,Verificado,تم التحقق
appLPending,Pending,Pendiente,قيد الانتظار
appLKycForm,KYC Form,Forma kyc,شكل KYC
appLViewAll,View All,Ver todo,عرض الكل
appLAllWallet,All Wallet,Toda la billetera,كل محفظة
appLAvailableNetwork,Available Network,Red disponible,الشبكة المتاحة
appLDisable,Disable,Desactivar,إبطال
appLNoDataFound,No transactions found. Keep monitoring wisely,No se encontraron transacciones. Sigue monitoreando sabiamente,لم يتم العثور على معاملات. استمر في المراقبة بحكمة
top,No transactions found. Keep monitoring wisely,No se encontraron transacciones. Sigue monitoreando sabiamente,لم يتم العثور على معاملات. استمر في المراقبة بحكمة
